Temperature (°C),Pressure (Pa),Gas Flow Rate (m³/s),Material Feed Rate (kg/s),Slag Viscosity Index,Scaffold Likelihood (0-1),Slag Removal Required (0/1)
1774.8357076505617,143248.2172502562,25.68253197517533,48.85918641766912,1.1274270501130403,0.12377512093692851,0
1743.0867849414408,148554.81329284483,29.84398255530458,53.6906916626221,2.877211985440028,0.11418565749804847,0
1782.3844269050346,142075.8007900004,30.09008436022223,50.579398164257555,4.698491271370115,0.06837626307064604,1
1826.1514928204012,146920.3847036096,32.36315172921703,54.52004181258862,2.5903674772425864,0.08582364287252275,0
1738.2923312638331,131063.85333046215,23.165708183595868,57.85849689288811,3.4996898791538253,0.15485307556157266,0
1738.2931521525409,152132.93707372938,32.962836369236655,68.37154486331384,4.119274702492574,0.09726451178723841,1
1828.9606407753695,150012.05475362224,16.478041841986126,56.78840961294298,4.13570111656755,0.15287406851643418,1
1788.3717364576455,141829.1136893181,26.850577238180946,44.14374293230407,3.0771203295810854,0.09109062445370013,0
1726.5262807032525,156592.45668432405,27.558630787742278,71.4006784649516,4.431807781609345,0.1339719045642352,1
1777.1280021792982,159375.70137626558,33.166634130356194,51.629098663849604,2.565512373454988,0.05373024048247796,0
1726.8291153593768,133924.40135631026,30.113154263384345,59.41279572895371,4.554772859139193,0.09367646027296885,1
1726.713512321487,142372.75221433784,22.972184730718567,64.46536506940711,1.9609086655821812,0.12129515916761882,0
1762.0981135783018,142308.57650212702,25.075034370914924,61.99610418402783,2.120865627962284,0.08651219037926797,0
1654.33598776711,140600.96898891137,30.993400047737033,70.94179547521476,1.2124824967960044,0.12771473979201103,0
1663.7541083743483,158294.74841931748,29.60466329067722,64.7900314339276,4.1823273461691315,0.13098729759082306,1
1721.8856235379515,148061.73861227196,27.104379451821266,51.38690420302892,2.6682209449308223,0.12335679300327458,0
1699.358443983279,147354.8515868939,27.595831052440104,81.78562173991662,1.9164664556455961,0.16121978473953916,0
1765.7123666297637,129961.37635593247,33.48083998579644,61.943334633382335,1.9271611104663187,0.02290614516495155,0
1704.5987962239394,156354.18030209225,27.411537135653926,58.52659773378494,4.605599764916933,0.1188490111779748,1
1679.3848149332355,137607.41605146526,29.559543779854632,69.63925423055571,4.335666401844147,0.11295703326159527,1
1823.2824384460778,150599.32630266328,40.849682940402715,62.49450945930072,3.2141235414287332,0.0641193755720009,0
1738.7111849756732,152773.7693795819,22.881586815580384,63.99228192939327,3.4644432016628843,0.12497497408270436,0
1753.3764102343962,163606.5859583865,20.740786342126707,84.92183998600687,2.897302282201164,0.193318932384284,0
1678.7625906893272,136911.7960088089,33.91794832399303,57.248785717449536,2.5666661715152355,0.09616319352455466,0
1722.780863773741,119804.87844179175,26.606784693529484,56.82239105982604,4.661907524873326,0.034697407798654434,1
1755.5461294854933,151838.49544753696,28.4088123612869,61.16578512012464,1.5024508140812083,0.1387164234754105,0
1692.4503211288848,168005.11181510854,26.09421810934443,70.71515935581039,2.673787158864912,0.19995867039811732,0
1768.7849009172835,162389.4635293944,28.700999296162436,44.93465969809601,2.3782476319515014,0.1328419938835352,0
1719.9680655040597,152096.59415274626,37.992690560481705,40.34444108523495,2.9926028810045935,0.10928464637302922,0
1735.4153125103362,145083.63814367953,34.0106422930906,54.12884729379852,2.8305274981807003,0.10898934818081894,0
1719.9146693885302,158071.2259663731,34.311117559434884,43.66077040940713,3.0755581266043257,0.11667055530278334,0
1842.6139092254468,140264.53800295532,22.918864721036773,55.75168652474362,1.5596759089079764,0.0962523672878664,0
1749.3251387631033,154763.5776935622,24.244231317235652,65.0249969612929,3.0525660060531083,0.13151815625851118,0
